usage_id,session_id,player_id,ability_id,times_used,enemies_defeated,damage_dealt,minutes_equipped
7393,1228,1151,3,11,11,1408,39
7394,1228,1151,1,9,10,1305,43
7395,1229,1152,1,6,7,954,10
7396,1229,1152,11,6,5,696,70
7397,1229,1152,6,12,14,1776,60
7398,1229,1152,10,15,10,1245,2
7399,1229,1152,6,14,11,1400,31
7400,1230,1152,9,9,7,900,27
7401,1230,1152,2,16,17,2112,2
7402,1230,1152,6,20,20,2420,14
7403,1230,1152,1,5,7,855,4
7404,1230,1152,2,8,10,1224,33
7405,1230,1152,1,4,3,440,47
7406,1230,1152,10,16,12,1456,25
7407,1230,1152,1,8,7,888,23
7408,1231,1152,2,18,26,3222,10
7409,1231,1152,1,1,1,94,47
7410,1231,1152,8,7,8,966,36
7411,1231,1152,9,7,7,847,52
7412,1232,1152,4,17,25,3026,15
7413,1232,1152,1,11,11,1408,12
7414,1232,1152,6,20,21,2540,15
7415,1232,1152,7,19,26,3135,10
7416,1232,1152,2,16,16,1968,11
7417,1232,1152,6,12,12,1524,1
7418,1232,1152,10,11,14,1793,8
7419,1233,1152,7,3,3,408,15
7420,1233,1152,2,12,11,1392,10
7421,1233,1152,5,20,20,2480,21
7422,1233,1152,6,5,7,870,47
7423,1233,1152,1,2,2,276,21
7424,1233,1152,8,3,3,390,41
7425,1233,1152,1,3,3,474,24
7426,1233,1152,1,12,14,1704,38
7427,1234,1152,1,7,4,595,51
7428,1234,1152,8,5,5,700,41
7429,1234,1152,2,20,18,2260,30
7430,1234,1152,1,17,24,2941,50
7431,1234,1152,5,10,7,870,13
7432,1235,1152,1,3,4,540,11
7433,1235,1152,7,10,9,1160,1
7434,1235,1152,7,6,7,924,13
7435,1235,1152,12,14,12,1526,19
7436,1235,1152,6,1,1,153,17
7437,1236,1152,9,2,2,252,11
7438,1236,1152,2,19,19,2280,37
7439,1236,1152,1,1,1,116,31
7440,1236,1152,6,9,6,819,9
7441,1237,1153,3,3,3,450,6
7442,1237,1153,11,4,3,424,20
7443,1237,1153,7,8,7,904,33
7444,1237,1153,7,16,11,1408,13
7445,1237,1153,1,20,22,2700,12
7446,1237,1153,10,14,17,2086,27
7447,1238,1153,2,5,3,470,8
7448,1238,1153,1,6,7,954,6
7449,1238,1153,10,7,8,1008,6
7450,1238,1153,12,2,1,182,19
7451,1238,1153,6,10,12,1510,3
7452,1239,1153,5,17,24,2907,9
7453,1239,1153,6,14,13,1652,47
7454,1239,1153,1,4,5,612,14
7455,1239,1153,6,19,13,1596,66
7456,1240,1153,1,13,16,1963,23
7457,1240,1153,1,15,12,1485,8
7458,1240,1153,7,13,15,1846,2
7459,1240,1153,12,3,3,423,3
7460,1240,1153,1,7,9,1176,18
7461,1241,1153,1,17,25,3009,62
7462,1241,1153,2,11,7,913,15
7463,1241,1153,2,7,10,1260,21
7464,1241,1153,1,8,7,912,34
7465,1241,1153,6,14,9,1162,64
7466,1241,1153,1,17,19,2380,51
7467,1241,1153,2,16,18,2208,45
7468,1241,1153,7,5,5,625,84
7469,1242,1153,9,7,5,665,26
7470,1242,1153,1,7,9,1148,32
7471,1242,1153,11,17,24,2941,5
7472,1242,1153,1,2,2,240,29
7473,1243,1153,6,7,5,609,14
7474,1243,1153,3,15,10,1230,1
7475,1243,1153,2,20,19,2300,13
7476,1243,1153,10,13,14,1690,8
7477,1243,1153,10,5,7,890,8
7478,1243,1153,1,15,10,1305,1
7479,1243,1153,4,11,13,1606,1
7480,1243,1153,8,19,22,2717,3
7481,1244,1154,1,6,5,642,10
7482,1244,1154,1,1,1,176,13
7483,1244,1154,2,18,26,3222,16
7484,1244,1154,2,18,25,3024,17
7485,1244,1154,5,20,27,3260,6
7486,1244,1154,2,11,14,1716,1
7487,1244,1154,9,16,13,1648,5
7488,1245,1154,6,18,18,2214,48
7489,1245,1154,2,11,8,1034,14
7490,1245,1154,6,4,5,612,27
7491,1245,1154,8,7,6,833,34
7492,1245,1154,10,8,8,1072,32
7493,1246,1154,7,7,7,910,73
7494,1246,1154,9,7,5,686,31
7495,1246,1154,5,2,1,226,31
7496,1246,1154,3,15,15,1890,67
7497,1246,1154,2,14,13,1610,67
7498,1246,1154,3,16,22,2736,35
7499,1246,1154,1,8,9,1136,12
7500,1246,1154,1,13,11,1417,14
7501,1247,1154,6,16,17,2096,3
7502,1247,1154,1,12,14,1740,20
7503,1247,1154,1,4,3,376,48
7504,1247,1154,8,9,6,810,24
7505,1247,1154,3,18,14,1692,46
7506,1248,1154,10,3,3,399,35
7507,1248,1154,2,4,3,476,25
7508,1248,1154,10,7,7,896,5
7509,1248,1154,1,20,16,2020,26
7510,1248,1154,7,1,1,180,22
7511,1248,1154,2,9,9,1152,23
7512,1248,1154,10,6,8,1044,26
7513,1249,1154,7,8,9,1144,29
7514,1249,1154,1,9,6,747,13
7515,1249,1154,2,9,12,1440,44
7516,1249,1154,2,11,13,1672,23
7517,1249,1154,6,14,9,1162,1
7518,1249,1154,2,1,1,91,6
7519,1249,1154,6,14,18,2268,9
7520,1249,1154,1,5,4,540,34
7521,1250,1154,6,4,5,652,57
7522,1250,1154,7,7,7,903,68
7523,1250,1154,2,12,16,1968,8
7524,1250,1154,10,11,15,1826,81
7525,1250,1154,3,19,16,1976,34
7526,1250,1154,1,20,25,3060,11
7527,1251,1154,1,7,7,924,52
7528,1251,1154,6,9,13,1584,50
7529,1251,1154,10,8,7,920,53
7530,1251,1154,5,9,11,1359,18
7531,1251,1154,1,16,18,2224,3
7532,1251,1154,1,14,11,1428,52
7533,1251,1154,4,19,19,2318,46
7534,1251,1154,6,11,15,1870,8
7535,1252,1155,2,20,29,3500,25
7536,1252,1155,3,11,10,1287,9
7537,1252,1155,9,16,22,2704,23
7538,1252,1155,10,5,5,700,22
7539,1252,1155,1,1,1,81,8
7540,1252,1155,3,3,4,486,29
7541,1253,1155,6,10,14,1690,49
7542,1253,1155,2,6,5,654,21
7543,1253,1155,6,14,19,2394,14
7544,1253,1155,5,6,6,804,18
7545,1253,1155,10,17,22,2669,32
7546,1253,1155,7,2,1,172,6
7547,1253,1155,3,15,18,2265,7
7548,1254,1155,3,3,4,522,48
7549,1254,1155,2,9,13,1611,37
7550,1254,1155,2,10,7,910,45
7551,1254,1155,10,10,8,1020,41
7552,1254,1155,7,8,8,960,46
7553,1254,1155,2,5,7,900,35
7554,1255,1155,6,16,22,2736,23
7555,1255,1155,10,16,20,2448,36
7556,1255,1155,1,7,5,602,9
7557,1255,1155,3,11,11,1408,18
7558,1255,1155,6,16,12,1472,6
7559,1256,1155,10,3,3,441,60
7560,1256,1155,11,17,22,2652,36
7561,1256,1155,1,1,1,142,74
7562,1256,1155,1,14,11,1330,10
7563,1256,1155,2,13,12,1456,33
7564,1257,1155,10,8,5,696,25
7565,1257,1155,6,12,11,1416,6
7566,1257,1155,7,10,11,1420,7
7567,1257,1155,11,17,21,2533,21
7568,1257,1155,7,6,5,660,16
7569,1257,1155,12,16,15,1872,18
7570,1257,1155,6,16,18,2208,1
7571,1257,1155,1,18,22,2718,4
7572,1258,1155,1,4,3,400,6
7573,1258,1155,7,18,12,1494,11
7574,1258,1155,7,13,15,1833,4
7575,1258,1155,6,13,14,1716,2
7576,1258,1155,1,14,14,1764,14
7577,1259,1155,3,14,13,1666,26
7578,1259,1155,7,17,13,1649,7
7579,1259,1155,7,1,1,81,13
7580,1259,1155,6,16,10,1296,38
7581,1259,1155,9,1,1,137,3
7582,1259,1155,8,16,19,2336,4
7583,1260,1156,10,14,20,2464,75
7584,1260,1156,2,2,2,286,5
7585,1260,1156,5,17,15,1870,35
7586,1260,1156,4,20,16,1980,56
7587,1260,1156,4,10,12,1490,57
7588,1260,1156,10,6,7,948,53
7589,1260,1156,2,16,15,1856,35
7590,1261,1156,3,14,16,1960,26
7591,1261,1156,2,9,6,819,50
7592,1261,1156,6,6,7,864,7
7593,1261,1156,3,19,18,2166,32
7594,1261,1156,3,12,8,960,55
7595,1261,1156,10,2,1,208,20
7596,1262,1156,1,6,6,780,20
7597,1262,1156,12,8,5,696,7
7598,1262,1156,1,13,17,2132,31
7599,1262,1156,10,12,10,1212,31
7600,1263,1156,2,20,28,3420,49
7601,1263,1156,1,15,22,2640,50
7602,1263,1156,9,2,2,346,25
7603,1263,1156,2,3,3,405,33
7604,1263,1156,2,5,4,570,30
7605,1264,1156,1,18,15,1890,62
7606,1264,1156,7,19,24,2945,4
7607,1264,1156,1,12,10,1272,52
7608,1264,1156,7,14,18,2184,27
7609,1265,1156,2,9,7,864,10
7610,1265,1156,5,12,16,2028,26
7611,1265,1156,1,17,15,1853,30
7612,1265,1156,1,8,9,1144,12
7613,1265,1156,1,19,16,2014,7
7614,1265,1156,1,8,11,1368,31
7615,1265,1156,9,2,1,160,20
7616,1266,1156,1,15,10,1215,18
7617,1266,1156,1,8,11,1416,13
7618,1266,1156,6,18,21,2610,14
7619,1266,1156,5,12,13,1572,41
7620,1267,1156,6,18,24,2880,1
7621,1267,1156,2,8,9,1088,4
7622,1267,1156,6,12,17,2112,22
7623,1267,1156,6,16,17,2128,19
7624,1267,1156,6,18,12,1476,21
7625,1267,1156,6,10,10,1270,23
7626,1268,1156,1,16,22,2640,45
7627,1268,1156,5,8,9,1112,40
7628,1268,1156,6,14,13,1638,2
7629,1268,1156,2,5,6,800,53
7630,1268,1156,3,20,22,2680,34
7631,1269,1156,2,5,6,735,36
7632,1269,1156,1,19,13,1596,15
7633,1269,1156,6,20,26,3140,30
7634,1269,1156,10,17,15,1819,44
7635,1269,1156,1,12,8,984,16
7636,1270,1157,9,14,14,1736,47
7637,1270,1157,8,1,1,96,43
7638,1270,1157,1,14,15,1890,68
7639,1270,1157,3,2,2,262,59
7640,1270,1157,2,10,11,1430,54
7641,1270,1157,3,10,12,1520,74
7642,1270,1157,6,14,12,1554,19
7643,1270,1157,5,12,17,2064,79
7644,1271,1157,2,10,8,980,14
7645,1271,1157,3,6,4,594,2
7646,1271,1157,2,19,28,3363,7
7647,1271,1157,2,15,14,1755,4
7648,1271,1157,6,14,12,1526,10
7649,1271,1157,6,20,20,2460,15
7650,1271,1157,6,1,1,105,9
7651,1271,1157,5,11,16,1980,12
7652,1272,1157,8,12,10,1260,10
7653,1272,1157,3,17,20,2414,28
7654,1272,1157,1,5,7,870,12
7655,1272,1157,1,5,7,870,60
7656,1272,1157,10,13,17,2145,49
7657,1272,1157,2,6,6,744,50
7658,1272,1157,6,15,13,1590,24
7659,1273,1157,3,19,16,2033,39
7660,1273,1157,11,14,19,2310,26
7661,1273,1157,1,4,5,616,8
7662,1273,1157,1,1,1,118,36
7663,1273,1157,5,13,18,2236,2
7664,1273,1157,7,7,10,1225,10
7665,1273,1157,3,10,14,1760,29
7666,1273,1157,8,18,22,2754,41
7667,1274,1157,4,20,21,2520,18
7668,1274,1157,1,14,10,1218,40
7669,1274,1157,6,20,17,2100,32
7670,1274,1157,1,14,13,1638,24
7671,1274,1157,6,18,13,1674,1
7672,1274,1157,2,16,14,1776,18
7673,1274,1157,3,19,18,2242,17
7674,1275,1157,5,18,13,1566,42
7675,1275,1157,1,19,13,1577,43
7676,1275,1157,2,12,9,1092,71
7677,1275,1157,1,18,17,2124,58
7678,1275,1157,3,19,23,2793,70
7679,1276,1157,2,9,9,1125,3
7680,1276,1157,6,13,15,1885,21
7681,1276,1157,6,17,12,1445,26
7682,1276,1157,1,11,7,957,10
7683,1276,1157,2,17,21,2601,42
7684,1276,1157,6,13,12,1495,26
7685,1277,1158,2,8,8,1000,17
7686,1277,1158,5,20,20,2440,12
7687,1277,1158,12,6,4,558,23
7688,1277,1158,2,8,9,1152,29
7689,1277,1158,1,17,21,2533,3
7690,1278,1158,6,13,14,1742,1
7691,1278,1158,10,19,13,1653,14
7692,1278,1158,3,9,10,1224,18
7693,1278,1158,3,19,15,1805,43
7694,1278,1158,7,3,3,402,6
7695,1278,1158,1,4,4,492,3
7696,1278,1158,11,8,11,1384,37
7697,1279,1158,11,18,27,3240,53
7698,1279,1158,7,3,4,483,6
7699,1279,1158,1,10,7,950,41
7700,1279,1158,5,8,7,856,28
7701,1279,1158,2,18,19,2394,52
7702,1279,1158,1,8,9,1160,41
7703,1280,1158,6,16,13,1664,13
7704,1280,1158,5,4,2,332,2
7705,1280,1158,1,10,10,1250,14
7706,1280,1158,3,18,13,1638,15
7707,1280,1158,2,2,2,258,12
7708,1281,1158,6,19,14,1786,7
7709,1281,1158,10,12,8,1008,12
7710,1281,1158,2,19,14,1748,22
7711,1281,1158,8,19,17,2052,19
7712,1281,1158,3,15,11,1350,17
7713,1281,1158,3,16,11,1424,16
7714,1282,1158,6,5,6,780,27
7715,1282,1158,7,18,25,3078,47
7716,1282,1158,1,4,5,624,55
7717,1282,1158,1,19,17,2052,27
7718,1282,1158,8,3,4,531,25
7719,1282,1158,2,12,10,1200,18
7720,1283,1158,6,7,8,987,87
7721,1283,1158,1,16,19,2288,47
7722,1283,1158,5,12,12,1548,20
7723,1283,1158,7,9,11,1341,1
7724,1284,1158,6,6,6,798,17
7725,1284,1158,7,8,5,696,50
7726,1284,1158,6,12,8,1068,55
7727,1284,1158,2,3,2,303,15
7728,1285,1158,9,3,3,447,11
7729,1285,1158,10,5,6,825,83
7730,1285,1158,8,20,26,3140,29
7731,1285,1158,1,6,6,726,46
7732,1286,1158,7,5,3,435,55
7733,1286,1158,8,8,6,752,37
7734,1286,1158,8,11,14,1716,56
7735,1286,1158,5,17,23,2873,78
7736,1286,1158,12,4,2,328,75
7737,1286,1158,7,4,5,612,52
7738,1286,1158,10,2,1,232,46
7739,1286,1158,1,6,4,546,9
7740,1287,1159,1,4,4,524,9
7741,1287,1159,8,18,26,3204,1
7742,1287,1159,2,14,9,1190,18
7743,1287,1159,7,20,23,2860,4
7744,1287,1159,2,18,16,1980,9
7745,1287,1159,3,11,10,1243,9
7746,1287,1159,5,12,8,996,13
7747,1288,1159,9,17,11,1428,53
7748,1288,1159,9,15,14,1695,44
7749,1288,1159,3,20,25,3020,29
7750,1288,1159,6,18,18,2232,74
7751,1288,1159,6,16,15,1808,19
7752,1288,1159,6,9,6,810,40
7753,1289,1159,2,15,16,2025,6
7754,1289,1159,2,7,9,1162,10
7755,1289,1159,3,13,17,2041,3
7756,1289,1159,10,12,10,1248,2
7757,1289,1159,1,10,11,1430,5
7758,1289,1159,5,13,10,1235,16
7759,1289,1159,12,13,15,1898,11
7760,1289,1159,6,1,1,97,13
7761,1290,1159,1,13,13,1677,18
7762,1290,1159,7,18,19,2358,56
7763,1290,1159,1,7,6,833,67
7764,1290,1159,1,13,16,1950,53
7765,1291,1159,2,6,7,858,16
7766,1291,1159,9,10,7,850,6
7767,1291,1159,1,12,14,1716,5
7768,1291,1159,1,5,5,605,5
7769,1291,1159,2,7,7,861,5
7770,1291,1159,2,13,9,1092,1
7771,1291,1159,5,17,22,2703,10
7772,1292,1159,1,12,8,1044,44
7773,1292,1159,8,1,1,160,47
7774,1292,1159,10,8,8,976,26
7775,1292,1159,7,7,10,1204,16
7776,1292,1159,4,12,13,1584,3
7777,1292,1159,2,20,18,2180,37
7778,1292,1159,6,8,6,792,17
7779,1293,1159,1,5,6,770,9
7780,1293,1159,10,8,11,1376,4
7781,1293,1159,8,9,12,1521,21
7782,1293,1159,8,9,6,747,26
7783,1293,1159,10,16,19,2320,8
7784,1293,1159,2,7,9,1169,27
7785,1293,1159,6,16,20,2480,25
7786,1293,1159,5,10,7,850,25
7787,1294,1160,1,3,2,321,16
7788,1294,1160,6,19,26,3173,29
7789,1294,1160,7,3,3,432,4
7790,1294,1160,6,2,2,334,19
7791,1294,1160,2,10,8,1000,14
7792,1294,1160,2,15,18,2190,25
7793,1294,1160,6,14,12,1498,22
7794,1294,1160,2,17,19,2380,15
7795,1295,1160,1,10,12,1440,34
7796,1295,1160,11,5,4,525,48
7797,1295,1160,7,16,21,2560,10
7798,1295,1160,2,10,14,1750,12
7799,1295,1160,1,11,9,1155,21
7800,1295,1160,1,15,18,2205,44
7801,1295,1160,5,6,7,900,2
7802,1296,1160,2,8,10,1200,17
7803,1296,1160,1,16,13,1600,1
7804,1296,1160,11,15,16,1950,16
7805,1296,1160,3,13,18,2210,2
7806,1296,1160,5,18,22,2682,16
7807,1296,1160,2,17,19,2329,3
7808,1297,1160,2,3,4,501,27
7809,1297,1160,9,13,16,1963,12
7810,1297,1160,6,4,4,508,25
7811,1297,1160,7,5,5,650,5
7812,1297,1160,1,2,2,282,27
7813,1297,1160,2,3,2,336,26
7814,1297,1160,11,8,5,640,21
7815,1298,1160,1,10,10,1250,5
7816,1298,1160,6,20,21,2560,30
7817,1298,1160,2,15,14,1785,9
7818,1298,1160,10,7,5,616,20
7819,1298,1160,8,16,12,1472,26
7820,1298,1160,1,12,10,1308,8
7821,1298,1160,8,9,13,1620,19
7822,1299,1160,3,20,23,2780,4
7823,1299,1160,1,2,2,350,27
7824,1299,1160,8,10,9,1080,38
7825,1299,1160,2,20,23,2860,47
7826,1299,1160,7,18,25,3042,46
7827,1299,1160,8,14,18,2240,9
7828,1299,1160,7,17,20,2448,12
7829,1299,1160,9,16,19,2320,52
7830,1300,1160,6,5,5,715,20
7831,1300,1160,2,15,16,2025,30
7832,1300,1160,1,5,5,710,29
7833,1300,1160,2,2,1,212,7
7834,1300,1160,1,6,5,618,8
7835,1300,1160,10,11,10,1243,18
7836,1301,1161,3,4,3,476,68
7837,1301,1161,1,13,16,1963,60
7838,1301,1161,2,16,22,2752,64
7839,1301,1161,2,15,10,1230,29
7840,1301,1161,3,14,20,2478,46
7841,1301,1161,3,1,1,166,58
7842,1302,1161,10,4,3,412,9
7843,1302,1161,1,7,8,1008,27
7844,1302,1161,10,18,15,1818,31
7845,1302,1161,5,9,13,1593,29
7846,1302,1161,1,9,12,1530,14
7847,1302,1161,6,7,4,567,20
7848,1302,1161,7,12,16,1944,28
7849,1302,1161,5,2,2,262,26
7850,1303,1161,5,8,6,736,24
7851,1303,1161,1,9,7,954,44
7852,1303,1161,5,9,11,1386,12
7853,1303,1161,1,17,23,2788,40
7854,1303,1161,11,14,14,1736,13
7855,1303,1161,1,9,7,927,16
7856,1304,1161,3,3,3,420,3
7857,1304,1161,2,8,8,1024,33
7858,1304,1161,6,17,13,1564,11
7859,1304,1161,6,11,14,1694,45
7860,1304,1161,10,18,24,2880,48
7861,1305,1161,6,16,20,2448,13
7862,1305,1161,10,7,10,1239,27
7863,1305,1161,1,13,13,1599,37
7864,1305,1161,4,16,17,2096,30
7865,1306,1161,4,19,16,2014,47
7866,1306,1161,8,14,10,1246,27
7867,1306,1161,9,10,7,910,63
7868,1306,1161,2,20,14,1780,75
7869,1306,1161,2,18,12,1494,71
7870,1306,1161,6,10,8,1020,56
7871,1306,1161,8,5,4,520,26
7872,1307,1162,10,4,4,504,1
7873,1307,1162,1,3,2,270,8
7874,1307,1162,6,11,10,1309,1
7875,1307,1162,2,6,8,1050,7
7876,1307,1162,3,9,10,1287,6
7877,1307,1162,7,9,11,1386,1
7878,1307,1162,1,17,18,2210,4
7879,1308,1162,7,1,1,119,12
7880,1308,1162,2,16,14,1728,4
7881,1308,1162,2,20,25,3060,49
7882,1308,1162,3,8,8,1032,58
7883,1308,1162,1,2,2,308,51
7884,1308,1162,1,6,8,1062,25
7885,1308,1162,3,14,13,1666,29
7886,1309,1162,4,13,16,1976,37
7887,1309,1162,3,6,5,684,24
7888,1309,1162,6,16,12,1488,24
7889,1309,1162,2,15,19,2385,13
7890,1309,1162,1,16,18,2224,1
7891,1309,1162,1,11,10,1309,7
7892,1310,1162,1,6,8,1038,53
7893,1310,1162,1,19,21,2546,66
7894,1310,1162,2,17,21,2550,69
7895,1310,1162,10,18,19,2394,9
7896,1310,1162,1,17,17,2091,61
7897,1310,1162,1,12,14,1728,49
7898,1310,1162,11,16,20,2480,38
7899,1311,1162,12,14,13,1610,18
7900,1311,1162,10,2,1,202,25
7901,1311,1162,1,16,17,2080,32
7902,1311,1162,6,12,15,1872,26
7903,1311,1162,8,9,13,1566,22
7904,1312,1162,2,9,11,1386,34
7905,1312,1162,11,3,3,372,46
7906,1312,1162,9,8,7,920,57
7907,1312,1162,10,11,14,1782,5
7908,1312,1162,7,5,4,560,4
7909,1312,1162,8,8,9,1088,64
7910,1312,1162,1,1,1,151,35
7911,1313,1162,2,8,10,1296,80
7912,1313,1162,2,1,1,110,57
7913,1313,1162,8,12,11,1380,71
7914,1313,1162,10,2,2,356,62
7915,1313,1162,5,12,10,1308,69
7916,1313,1162,1,18,19,2286,52
7917,1313,1162,6,6,8,1032,78
7918,1314,1162,2,17,12,1445,45
7919,1314,1162,10,1,1,140,15
7920,1314,1162,3,2,1,230,6
7921,1314,1162,2,13,11,1391,12
7922,1314,1162,8,9,6,747,21
7923,1314,1162,1,5,5,660,24
7924,1314,1162,4,18,20,2466,41
7925,1314,1162,6,7,6,735,19
7926,1315,1162,6,9,12,1512,51
7927,1315,1162,10,2,1,222,28
7928,1315,1162,10,5,5,710,26
7929,1315,1162,9,19,25,3021,61
7930,1315,1162,2,11,14,1716,19
7931,1315,1162,8,19,18,2204,9
7932,1316,1162,6,14,9,1190,16
7933,1316,1162,8,4,5,668,20
7934,1316,1162,2,13,12,1534,17
7935,1316,1162,2,15,17,2100,19
7936,1316,1162,6,7,8,1022,7
7937,1317,1163,2,7,7,847,15
7938,1317,1163,10,12,11,1368,16
7939,1317,1163,5,7,7,861,1
7940,1317,1163,10,12,16,1980,6
7941,1318,1163,1,13,15,1911,16
7942,1318,1163,2,16,11,1392,16
7943,1318,1163,1,18,25,3006,4
7944,1318,1163,10,20,17,2060,8
7945,1318,1163,10,13,9,1196,7
7946,1318,1163,5,5,4,520,16
7947,1318,1163,3,12,15,1872,19
7948,1319,1163,7,7,6,777,32
7949,1319,1163,3,17,19,2329,1
7950,1319,1163,2,17,25,3043,1
7951,1319,1163,4,3,4,531,3
7952,1320,1163,1,1,1,134,35
7953,1320,1163,1,2,2,276,27
7954,1320,1163,7,10,11,1360,35
7955,1320,1163,4,7,4,567,30
7956,1320,1163,2,12,13,1668,28
7957,1320,1163,3,11,15,1804,37
7958,1321,1163,6,16,13,1648,9
7959,1321,1163,1,1,1,104,2
7960,1321,1163,10,18,21,2592,4
7961,1321,1163,8,13,12,1456,4
7962,1321,1163,7,3,3,402,8
7963,1321,1163,7,11,16,1925,10
7964,1322,1163,10,18,22,2718,43
7965,1322,1163,6,11,16,1925,38
7966,1322,1163,1,7,6,721,41
7967,1322,1163,1,12,13,1620,1
7968,1322,1163,10,11,9,1089,28
7969,1322,1163,6,2,1,190,48
7970,1323,1163,10,20,26,3120,26
7971,1323,1163,2,8,5,656,11
7972,1323,1163,10,12,13,1572,23
7973,1323,1163,2,1,1,111,2
7974,1324,1164,2,2,1,206,88
7975,1324,1164,3,6,4,498,16
7976,1324,1164,1,20,20,2500,28
7977,1324,1164,1,11,7,880,3
7978,1324,1164,2,7,5,630,86
7979,1324,1164,10,5,7,845,5
7980,1325,1164,8,2,1,236,16
7981,1325,1164,8,2,2,304,31
7982,1325,1164,10,2,2,248,39
7983,1325,1164,5,15,13,1605,46
7984,1325,1164,3,16,20,2496,58
7985,1326,1164,10,5,4,570,22
7986,1326,1164,6,11,10,1210,34
7987,1326,1164,9,12,9,1080,35
7988,1326,1164,1,5,6,830,13
7989,1326,1164,7,5,5,675,18
7990,1326,1164,10,19,19,2375,7
7991,1326,1164,4,6,6,756,24
7992,1326,1164,6,14,20,2506,34
7993,1327,1164,2,11,14,1705,6
7994,1327,1164,2,17,13,1615,74
7995,1327,1164,3,20,20,2440,39
7996,1327,1164,2,17,19,2346,50
7997,1328,1164,4,10,12,1540,48
7998,1328,1164,1,11,15,1914,2
7999,1328,1164,4,5,6,815,17
8000,1328,1164,2,10,7,850,16
8001,1328,1164,10,1,1,136,55
8002,1328,1164,3,12,12,1488,51
8003,1329,1164,4,3,2,261,33
8004,1329,1164,7,5,6,820,10
8005,1329,1164,3,11,10,1298,29
8006,1329,1164,7,15,20,2400,32
8007,1329,1164,10,9,9,1143,37
8008,1329,1164,10,12,11,1392,8
8009,1330,1164,1,10,14,1740,38
8010,1330,1164,8,8,9,1128,39
8011,1330,1164,3,2,1,164,32
8012,1330,1164,1,10,10,1220,24
8013,1330,1164,6,10,12,1500,20
8014,1330,1164,5,14,16,1946,17
8015,1330,1164,10,4,4,540,28
8016,1331,1164,2,14,19,2296,32
8017,1331,1164,1,11,11,1386,38
8018,1331,1164,1,1,1,101,29
8019,1331,1164,3,9,11,1431,2
8020,1331,1164,2,4,6,720,10
8021,1331,1164,10,5,5,710,10
8022,1331,1164,6,13,13,1638,13
8023,1331,1164,8,10,10,1270,8
8024,1332,1164,4,2,1,174,22
8025,1332,1164,2,12,12,1476,36
8026,1332,1164,2,10,10,1250,23
8027,1332,1164,6,11,11,1386,28
8028,1333,1165,1,16,22,2704,54
8029,1333,1165,3,2,2,302,46
8030,1333,1165,7,10,14,1750,12
8031,1333,1165,1,14,20,2478,7
8032,1333,1165,2,3,3,420,12
8033,1334,1165,5,6,4,546,41
8034,1334,1165,7,15,19,2310,15
8035,1334,1165,2,18,19,2322,57
8036,1334,1165,1,20,27,3340,16
8037,1334,1165,10,14,9,1176,34
8038,1334,1165,6,17,20,2448,35
8039,1334,1165,2,1,1,91,3
8040,1335,1165,6,3,2,279,24
8041,1335,1165,9,6,4,510,11
8042,1335,1165,3,2,1,168,40
8043,1335,1165,7,8,11,1360,14
8044,1335,1165,10,14,12,1554,32
8045,1336,1165,6,8,9,1192,18
8046,1336,1165,6,17,14,1717,3
8047,1336,1165,5,20,17,2140,17
8048,1336,1165,2,15,18,2190,4
8049,1337,1165,3,9,7,873,2
8050,1337,1165,5,10,12,1450,12
8051,1337,1165,1,6,8,1050,52
8052,1337,1165,3,16,15,1840,20
8053,1337,1165,7,14,13,1666,36
8054,1337,1165,10,9,10,1251,25
8055,1337,1165,7,6,8,1062,64
8056,1338,1165,3,11,13,1606,12
8057,1338,1165,6,18,21,2520,57
8058,1338,1165,9,10,9,1140,22
8059,1338,1165,2,17,19,2329,12
8060,1338,1165,2,9,9,1161,28
8061,1339,1165,2,11,11,1342,56
8062,1339,1165,3,5,4,525,79
8063,1339,1165,2,5,6,800,49
8064,1339,1165,8,19,28,3363,2
8065,1339,1165,10,19,20,2432,35
8066,1339,1165,7,19,20,2451,50
8067,1340,1166,6,18,15,1854,18
8068,1340,1166,6,5,4,555,81
8069,1340,1166,11,5,4,570,50
8070,1340,1166,5,5,4,515,7
8071,1341,1166,4,18,26,3222,35
8072,1341,1166,1,13,17,2158,9
8073,1341,1166,1,14,16,1988,39
8074,1341,1166,7,17,17,2057,64
8075,1341,1166,4,2,1,226,43
8076,1342,1166,6,15,20,2460,52
8077,1342,1166,6,12,13,1656,65
8078,1342,1166,2,1,1,86,46
8079,1342,1166,2,5,5,650,82
8080,1342,1166,7,14,13,1582,82
8081,1342,1166,2,20,18,2260,28
8082,1343,1166,1,14,10,1302,17
8083,1343,1166,11,12,10,1248,17
8084,1343,1166,8,6,4,510,4
8085,1343,1166,2,3,4,501,33
8086,1343,1166,3,9,10,1242,7
8087,1343,1166,10,5,3,430,16
8088,1343,1166,2,19,14,1729,37
8089,1344,1166,8,14,14,1778,41
8090,1344,1166,1,8,8,960,57
8091,1344,1166,10,11,7,946,35
8092,1344,1166,1,9,7,936,59
8093,1345,1166,4,16,17,2144,27
8094,1345,1166,7,7,6,721,32
8095,1345,1166,6,2,2,358,18
8096,1345,1166,1,7,8,1050,7
8097,1345,1166,1,2,2,350,33
8098,1345,1166,6,3,4,522,32
8099,1345,1166,1,12,9,1188,9
8100,1345,1166,6,17,16,1938,23
8101,1346,1166,2,20,13,1640,22
8102,1346,1166,10,16,10,1312,46
