session_id,player_id,session_date,session_minutes,world_reached
873,1109,2026-02-08,81,6
874,1109,2026-04-03,33,3
875,1109,2026-04-03,22,2
876,1109,2026-02-26,16,2
877,1109,2026-04-28,72,3
878,1109,2026-03-07,66,5
879,1109,2026-03-12,89,4
880,1109,2026-03-26,24,1
881,1109,2026-02-19,46,3
882,1109,2026-02-13,42,2
883,1110,2026-02-11,16,1
884,1110,2026-02-26,27,2
885,1110,2026-03-28,36,1
886,1110,2026-04-23,72,4
887,1110,2026-02-08,60,4
888,1110,2026-04-17,65,5
889,1110,2026-01-15,84,4
890,1111,2026-04-19,56,2
891,1111,2026-03-05,36,1
892,1111,2026-05-09,58,4
893,1111,2026-04-09,43,3
894,1111,2026-04-21,31,2
895,1111,2026-06-24,64,5
896,1111,2026-05-20,18,1
897,1112,2026-05-29,52,4
898,1112,2026-03-15,59,4
899,1112,2026-05-13,67,3
900,1112,2026-04-26,26,1
901,1112,2026-03-11,74,5
902,1112,2026-04-14,42,2
903,1112,2026-03-02,15,2
904,1112,2026-04-27,32,1
905,1112,2026-03-03,15,1
906,1113,2026-02-28,71,4
907,1113,2026-06-14,79,6
908,1113,2026-03-14,79,5
909,1113,2026-03-10,62,5
910,1113,2026-04-14,24,1
911,1113,2026-06-03,41,1
912,1113,2026-03-16,72,4
913,1113,2026-04-29,33,1
914,1113,2026-04-21,88,6
915,1114,2026-02-17,68,4
916,1114,2026-03-26,82,5
917,1114,2026-05-18,40,1
918,1114,2026-03-05,18,2
919,1114,2026-04-24,49,4
920,1114,2026-05-02,17,1
921,1115,2026-05-27,51,4
922,1115,2026-05-20,35,1
923,1115,2026-04-20,90,5
924,1115,2026-06-11,17,1
925,1115,2026-07-17,84,6
926,1115,2026-04-05,56,3
927,1115,2026-07-25,18,2
928,1115,2026-04-25,76,4
929,1115,2026-07-13,42,1
930,1116,2026-01-24,54,2
931,1116,2026-03-12,72,5
932,1116,2026-03-17,42,2
933,1116,2026-02-22,26,1
934,1116,2026-02-20,25,2
935,1116,2026-02-16,86,4
936,1117,2026-02-18,63,4
937,1117,2026-03-03,68,4
938,1117,2026-05-26,54,2
939,1117,2026-04-21,20,1
940,1117,2026-03-04,88,4
941,1117,2026-05-19,55,2
942,1117,2026-05-16,62,5
943,1117,2026-02-24,28,1
944,1117,2026-02-25,40,1
945,1118,2026-04-27,33,1
946,1118,2026-03-09,37,1
947,1118,2026-03-28,67,5
948,1118,2026-04-10,73,5
949,1118,2026-04-08,53,2
950,1118,2026-05-06,88,6
951,1118,2026-03-28,79,6
952,1118,2026-05-08,40,3
953,1118,2026-03-22,65,3
954,1118,2026-05-16,52,4
955,1119,2026-03-31,43,1
956,1119,2026-04-08,84,4
957,1119,2026-05-17,68,4
958,1119,2026-06-28,34,1
959,1119,2026-06-16,78,4
960,1119,2026-04-16,32,2
961,1120,2026-04-13,29,2
962,1120,2026-02-15,56,2
963,1120,2026-02-07,90,6
964,1120,2026-03-14,16,1
965,1120,2026-05-17,15,1
966,1120,2026-03-01,75,5
967,1120,2026-05-24,46,3
968,1120,2026-02-09,61,4
969,1121,2026-02-22,73,4
970,1121,2026-03-27,33,1
971,1121,2026-03-11,50,2
972,1121,2026-02-23,26,1
973,1121,2026-04-23,16,2
974,1121,2026-02-10,73,4
975,1121,2026-03-19,70,4
976,1121,2026-03-29,45,4
977,1121,2026-04-10,60,3
978,1121,2026-01-03,38,3
979,1122,2026-07-22,83,4
980,1122,2026-06-17,68,3
981,1122,2026-03-30,64,5
982,1122,2026-03-29,20,1
983,1122,2026-04-12,76,6
984,1122,2026-07-15,43,2
985,1122,2026-05-18,48,4
986,1122,2026-07-15,68,3
987,1122,2026-05-29,87,5
988,1123,2026-06-23,22,2
989,1123,2026-06-01,52,4
990,1123,2026-04-28,51,3
991,1123,2026-04-23,82,6
992,1123,2026-04-01,16,1
993,1123,2026-04-06,87,6
994,1123,2026-05-22,34,3
995,1124,2026-01-16,34,3
996,1124,2026-04-30,39,1
997,1124,2026-05-01,33,3
998,1124,2026-03-09,52,2
999,1124,2026-01-17,73,3
1000,1124,2026-02-02,66,4
1001,1124,2026-05-05,51,4
1002,1125,2026-06-27,78,6
1003,1125,2026-05-17,40,3
1004,1125,2026-06-10,21,2
1005,1125,2026-04-27,68,4
1006,1125,2026-04-05,26,1
1007,1125,2026-05-26,67,5
1008,1125,2026-04-19,69,4
1009,1126,2026-04-07,34,2
1010,1126,2026-04-21,23,1
1011,1126,2026-04-07,21,2
1012,1126,2026-04-24,59,2
1013,1126,2026-03-01,64,5
1014,1126,2026-03-07,47,3
1015,1126,2026-05-02,60,5
1016,1126,2026-05-01,47,3
1017,1126,2026-05-11,16,1
1018,1127,2026-05-09,17,2
1019,1127,2026-04-26,60,5
1020,1127,2026-06-02,61,4
1021,1127,2026-07-20,53,3
1022,1127,2026-06-27,36,2
1023,1127,2026-04-05,70,5
1024,1127,2026-06-18,34,1
1025,1127,2026-04-10,57,3
1026,1128,2026-04-10,31,2
1027,1128,2026-02-01,56,3
1028,1128,2026-03-11,40,1
1029,1128,2026-01-29,45,4
1030,1128,2026-02-04,20,1
1031,1128,2026-02-13,61,3
1032,1128,2026-04-18,26,2
1033,1128,2026-04-04,61,3
1034,1128,2026-03-18,78,4
1035,1129,2026-04-07,73,3
1036,1129,2026-04-07,42,1
1037,1129,2026-03-15,47,3
1038,1129,2026-06-17,59,4
1039,1129,2026-06-15,33,3
1040,1129,2026-06-03,21,1
1041,1129,2026-05-17,27,2
1042,1129,2026-05-13,86,6
1043,1129,2026-05-14,24,1
1044,1130,2026-04-13,81,5
1045,1130,2026-06-09,38,3
1046,1130,2026-02-26,75,6
1047,1130,2026-05-01,23,1
1048,1130,2026-03-18,36,3
1049,1130,2026-05-21,18,1
1050,1130,2026-05-15,23,1
1051,1130,2026-03-19,45,3
1052,1131,2026-04-05,34,2
1053,1131,2026-04-17,28,2
1054,1131,2026-06-12,62,5
1055,1131,2026-03-26,15,1
1056,1131,2026-03-07,25,1
1057,1131,2026-03-24,41,2
1058,1131,2026-04-09,20,1
1059,1132,2026-06-26,53,4
1060,1132,2026-04-04,17,2
1061,1132,2026-06-25,62,3
1062,1132,2026-05-14,24,2
1063,1132,2026-04-28,32,2
1064,1132,2026-03-24,90,6
1065,1132,2026-04-21,25,1
1066,1132,2026-05-13,57,4
1067,1132,2026-05-21,66,4
1068,1133,2026-03-17,77,6
1069,1133,2026-03-28,90,6
1070,1133,2026-02-15,76,6
1071,1133,2026-03-27,26,1
1072,1133,2026-05-09,78,5
1073,1133,2026-02-26,36,3
1074,1133,2026-04-28,29,1
1075,1133,2026-05-08,35,1
1076,1133,2026-01-15,39,1
1077,1134,2026-06-04,27,1
1078,1134,2026-04-10,47,2
1079,1134,2026-06-28,63,3
1080,1134,2026-06-26,31,3
1081,1134,2026-05-25,17,2
1082,1134,2026-03-26,89,4
1083,1134,2026-05-04,69,5
1084,1134,2026-04-05,47,4
1085,1134,2026-05-10,78,4
1086,1134,2026-05-03,69,5
1087,1135,2026-05-31,76,5
1088,1135,2026-05-18,30,3
1089,1135,2026-05-11,39,1
1090,1135,2026-02-21,76,5
1091,1135,2026-03-13,48,3
1092,1135,2026-02-08,28,2
1093,1136,2026-04-06,32,1
1094,1136,2026-04-13,79,4
1095,1136,2026-03-11,63,4
1096,1136,2026-04-24,45,3
1097,1136,2026-04-14,48,2
1098,1136,2026-04-18,77,5
1099,1136,2026-05-12,89,5
1100,1136,2026-03-18,90,6
1101,1137,2026-06-30,51,3
1102,1137,2026-03-24,82,5
1103,1137,2026-05-17,67,3
1104,1137,2026-06-01,87,5
1105,1137,2026-04-24,45,4
1106,1137,2026-06-17,57,4
1107,1137,2026-04-19,72,3
1108,1137,2026-03-16,38,2
1109,1137,2026-04-19,33,3
1110,1138,2026-04-29,28,2
1111,1138,2026-04-03,39,2
1112,1138,2026-04-09,44,1
1113,1138,2026-07-12,35,3
1114,1138,2026-07-03,73,3
1115,1138,2026-05-10,86,5
1116,1138,2026-06-16,44,1
1117,1138,2026-05-10,17,1
1118,1138,2026-05-20,34,3
1119,1139,2026-04-20,19,2
1120,1139,2026-05-06,68,3
1121,1139,2026-06-03,18,1
1122,1139,2026-04-28,76,5
1123,1139,2026-04-02,18,1
1124,1139,2026-05-29,76,4
1125,1139,2026-05-17,25,1
1126,1139,2026-04-27,78,6
1127,1139,2026-03-20,65,3
1128,1139,2026-04-24,27,2
1129,1140,2026-07-09,49,4
1130,1140,2026-03-27,74,4
1131,1140,2026-06-14,54,2
1132,1140,2026-04-22,49,4
1133,1140,2026-05-09,76,4
1134,1140,2026-06-29,73,3
1135,1141,2026-04-26,54,2
1136,1141,2026-03-10,35,3
1137,1141,2026-04-08,21,2
1138,1141,2026-05-03,42,3
1139,1141,2026-03-23,62,3
1140,1141,2026-02-02,53,3
1141,1141,2026-04-02,75,4
1142,1141,2026-04-08,61,5
1143,1141,2026-04-12,69,3
1144,1142,2026-04-11,82,6
1145,1142,2026-06-09,29,2
1146,1142,2026-06-21,47,3
1147,1142,2026-05-15,70,3
1148,1142,2026-06-29,76,5
1149,1142,2026-06-24,22,1
1150,1142,2026-04-17,54,3
1151,1142,2026-04-20,54,4
1152,1143,2026-04-19,63,3
1153,1143,2026-05-20,28,1
1154,1143,2026-04-16,31,2
1155,1143,2026-02-10,46,3
1156,1143,2026-04-27,88,5
1157,1143,2026-05-20,63,5
1158,1143,2026-02-15,71,5
1159,1143,2026-02-28,23,1
1160,1143,2026-03-06,89,6
1161,1143,2026-04-10,66,5
1162,1144,2026-06-23,46,3
1163,1144,2026-06-12,40,1
1164,1144,2026-05-29,58,3
1165,1144,2026-06-01,64,5
1166,1144,2026-06-17,82,5
1167,1144,2026-04-25,15,1
1168,1145,2026-04-13,90,6
1169,1145,2026-06-05,37,2
1170,1145,2026-06-24,80,4
1171,1145,2026-04-03,40,3
1172,1145,2026-06-24,82,6
1173,1145,2026-06-14,70,5
1174,1145,2026-04-06,66,4
1175,1145,2026-04-20,53,4
1176,1145,2026-07-12,64,5
1177,1146,2026-06-06,17,1
1178,1146,2026-05-07,89,5
1179,1146,2026-04-21,86,5
1180,1146,2026-05-04,43,1
1181,1146,2026-05-05,32,1
1182,1146,2026-04-16,23,1
1183,1146,2026-05-12,44,1
1184,1146,2026-04-03,30,2
1185,1146,2026-03-18,57,4
1186,1147,2026-05-04,67,5
1187,1147,2026-04-26,40,3
1188,1147,2026-01-23,45,2
1189,1147,2026-04-07,38,1
1190,1147,2026-04-29,28,1
1191,1147,2026-03-26,88,6
1192,1147,2026-03-07,33,3
1193,1147,2026-05-01,50,3
1194,1147,2026-05-18,80,4
1195,1147,2026-05-04,74,4
1196,1148,2026-03-01,26,1
1197,1148,2026-03-17,72,3
1198,1148,2026-04-23,33,2
1199,1148,2026-03-10,51,3
1200,1148,2026-05-04,22,1
1201,1148,2026-03-16,28,1
1202,1148,2026-02-25,45,4
1203,1149,2026-03-24,33,3
1204,1149,2026-03-18,36,2
1205,1149,2026-05-17,83,5
1206,1149,2026-05-16,54,2
1207,1149,2026-03-09,40,1
1208,1149,2026-05-18,17,2
1209,1149,2026-05-29,52,3
1210,1149,2026-03-30,16,1
1211,1149,2026-04-11,73,5
1212,1149,2026-06-15,42,2
1213,1150,2026-06-09,73,4
1214,1150,2026-06-03,46,3
1215,1150,2026-05-22,56,4
1216,1150,2026-03-03,34,1
1217,1150,2026-03-20,89,4
1218,1150,2026-05-06,82,5
1219,1151,2026-03-02,47,3
1220,1151,2026-04-15,66,3
1221,1151,2026-02-10,42,2
1222,1151,2026-04-07,84,4
1223,1151,2026-02-13,36,3
1224,1151,2026-03-02,35,1
1225,1151,2026-05-09,63,3
1226,1151,2026-04-26,62,4
1227,1151,2026-06-04,31,2
1228,1151,2026-05-07,43,3
1229,1152,2026-04-16,70,4
1230,1152,2026-04-07,48,3
1231,1152,2026-03-06,85,6
1232,1152,2026-03-10,17,1
1233,1152,2026-04-09,64,3
1234,1152,2026-04-11,52,3
1235,1152,2026-04-26,61,5
1236,1152,2026-01-22,37,3
1237,1153,2026-07-23,34,2
1238,1153,2026-04-10,38,2
1239,1153,2026-04-19,82,6
1240,1153,2026-04-18,23,2
1241,1153,2026-07-23,87,4
1242,1153,2026-05-27,34,1
1243,1153,2026-07-16,18,1
1244,1154,2026-05-17,21,2
1245,1154,2026-05-01,56,4
1246,1154,2026-05-03,86,4
1247,1154,2026-04-22,57,3
1248,1154,2026-04-03,42,3
1249,1154,2026-04-28,46,3
1250,1154,2026-04-12,90,6
1251,1154,2026-04-16,61,3
1252,1155,2026-06-06,38,3
1253,1155,2026-03-21,49,3
1254,1155,2026-03-11,51,4
1255,1155,2026-03-20,42,2
1256,1155,2026-04-07,81,6
1257,1155,2026-04-12,25,1
1258,1155,2026-05-14,33,2
1259,1155,2026-05-04,42,3
1260,1156,2026-05-10,80,6
1261,1156,2026-06-02,58,3
1262,1156,2026-04-02,31,1
1263,1156,2026-06-17,62,4
1264,1156,2026-04-11,76,5
1265,1156,2026-03-15,32,2
1266,1156,2026-03-09,41,2
1267,1156,2026-05-28,25,1
1268,1156,2026-04-05,54,3
1269,1156,2026-04-27,61,5
1270,1157,2026-03-27,80,5
1271,1157,2026-03-26,15,1
1272,1157,2026-04-20,68,4
1273,1157,2026-04-05,41,2
1274,1157,2026-06-11,40,3
1275,1157,2026-07-10,78,4
1276,1157,2026-05-18,45,3
1277,1158,2026-05-07,36,2
1278,1158,2026-03-13,57,3
1279,1158,2026-05-30,66,5
1280,1158,2026-03-27,15,1
1281,1158,2026-06-12,26,2
1282,1158,2026-02-15,83,4
1283,1158,2026-02-20,87,5
1284,1158,2026-04-05,66,3
1285,1158,2026-03-02,85,5
1286,1158,2026-04-30,80,5
1287,1159,2026-05-30,21,1
1288,1159,2026-02-24,90,6
1289,1159,2026-03-13,17,1
1290,1159,2026-03-11,72,4
1291,1159,2026-04-25,20,1
1292,1159,2026-05-10,64,3
1293,1159,2026-05-26,30,1
1294,1160,2026-03-31,29,1
1295,1160,2026-04-24,59,2
1296,1160,2026-04-30,20,1
1297,1160,2026-06-19,31,1
1298,1160,2026-07-01,30,1
1299,1160,2026-07-16,72,3
1300,1160,2026-03-25,31,1
1301,1161,2026-06-23,71,3
1302,1161,2026-04-14,32,1
1303,1161,2026-05-20,65,3
1304,1161,2026-02-28,64,5
1305,1161,2026-05-09,48,2
1306,1161,2026-04-20,81,5
1307,1162,2026-06-12,16,2
1308,1162,2026-07-07,64,4
1309,1162,2026-06-21,37,1
1310,1162,2026-07-11,74,5
1311,1162,2026-07-11,42,3
1312,1162,2026-06-01,71,5
1313,1162,2026-06-21,82,6
1314,1162,2026-04-11,46,3
1315,1162,2026-07-23,65,4
1316,1162,2026-04-02,26,1
1317,1163,2026-06-19,17,1
1318,1163,2026-04-22,19,1
1319,1163,2026-05-06,53,4
1320,1163,2026-05-20,66,5
1321,1163,2026-05-28,15,1
1322,1163,2026-05-04,49,3
1323,1163,2026-04-16,35,1
1324,1164,2026-05-07,90,5
1325,1164,2026-05-28,64,5
1326,1164,2026-06-13,41,3
1327,1164,2026-05-31,82,6
1328,1164,2026-03-05,58,2
1329,1164,2026-04-06,41,2
1330,1164,2026-03-08,42,3
1331,1164,2026-03-08,40,3
1332,1164,2026-05-19,40,2
1333,1165,2026-01-26,69,5
1334,1165,2026-02-27,57,4
1335,1165,2026-02-27,62,5
1336,1165,2026-03-27,20,1
1337,1165,2026-04-17,67,4
1338,1165,2026-03-28,70,4
1339,1165,2026-04-22,87,6
1340,1166,2026-05-25,81,4
1341,1166,2026-03-29,74,3
1342,1166,2026-04-11,89,5
1343,1166,2026-04-23,43,1
1344,1166,2026-05-07,59,4
1345,1166,2026-03-24,38,3
1346,1166,2026-04-28,52,4
1347,1166,2026-03-06,69,3
1348,1166,2026-03-06,51,2
1349,1167,2026-03-26,80,4
1350,1167,2026-02-11,55,3
1351,1167,2026-03-12,44,1
1352,1167,2026-05-22,57,4
1353,1167,2026-05-14,46,2
1354,1167,2026-04-08,22,1
1355,1167,2026-04-08,62,3
1356,1167,2026-03-10,63,4
1357,1168,2026-04-19,83,6
1358,1168,2026-05-04,50,4
1359,1168,2026-06-03,77,5
1360,1168,2026-04-21,72,3
1361,1168,2026-03-03,69,4
1362,1168,2026-03-20,62,4
1363,1169,2026-04-01,24,1
1364,1169,2026-03-27,40,2
1365,1169,2026-04-13,76,6
1366,1169,2026-01-15,90,5
1367,1169,2026-01-13,66,5
1368,1169,2026-03-21,68,5
1369,1169,2026-02-16,68,3
1370,1170,2026-04-02,52,2
1371,1170,2026-01-31,58,2
1372,1170,2026-03-25,58,3
1373,1170,2026-03-04,27,2
1374,1170,2026-01-21,52,2
1375,1170,2026-03-27,79,6
1376,1170,2026-03-25,28,1
1377,1171,2026-06-02,47,4
1378,1171,2026-06-01,69,4
1379,1171,2026-07-19,75,5
1380,1171,2026-07-15,62,3
1381,1171,2026-04-02,70,5
1382,1171,2026-04-29,38,3
1383,1171,2026-06-23,74,5
1384,1172,2026-05-06,59,3
1385,1172,2026-01-30,56,4
1386,1172,2026-04-22,44,2
1387,1172,2026-05-13,79,5
1388,1172,2026-03-12,54,4
1389,1172,2026-05-10,70,5
1390,1172,2026-01-29,84,4
1391,1173,2026-02-25,54,2
1392,1173,2026-04-22,73,5
1393,1173,2026-05-17,89,6
1394,1173,2026-03-04,29,2
1395,1173,2026-03-20,55,4
1396,1173,2026-01-20,67,3
1397,1173,2026-04-16,79,6
1398,1174,2026-02-09,17,2
1399,1174,2026-03-28,74,3
1400,1174,2026-05-04,42,3
1401,1174,2026-03-05,74,3
1402,1174,2026-01-30,46,3
1403,1174,2026-02-16,41,1
1404,1174,2026-02-23,21,1
1405,1174,2026-04-23,88,6
1406,1175,2026-03-18,59,4
1407,1175,2026-05-15,72,3
1408,1175,2026-06-08,80,4
1409,1175,2026-05-21,40,3
1410,1175,2026-02-24,44,3
1411,1175,2026-06-09,29,1
1412,1175,2026-02-20,50,2
1413,1175,2026-05-11,52,4
1414,1175,2026-04-24,42,3
1415,1175,2026-02-25,61,4
1416,1176,2026-04-19,54,4
1417,1176,2026-05-15,30,3
1418,1176,2026-03-24,22,1
1419,1176,2026-04-08,59,4
1420,1176,2026-05-11,30,2
1421,1176,2026-02-09,88,5
1422,1177,2026-02-07,24,1
1423,1177,2026-01-31,73,4
1424,1177,2026-03-14,16,1
1425,1177,2026-01-27,24,1
1426,1177,2026-03-19,84,6
1427,1177,2026-01-28,31,3
1428,1177,2026-03-29,77,5
1429,1177,2026-02-27,30,3
1430,1177,2026-02-06,88,4
1431,1178,2026-03-27,49,4
1432,1178,2026-04-10,54,3
1433,1178,2026-03-29,57,3
1434,1178,2026-02-18,70,3
1435,1178,2026-06-12,25,1
1436,1178,2026-04-04,34,3
1437,1179,2026-06-28,84,6
1438,1179,2026-07-02,29,1
1439,1179,2026-06-27,61,5
1440,1179,2026-04-29,69,4
1441,1179,2026-03-23,78,5
1442,1179,2026-07-15,38,3
1443,1179,2026-03-29,86,4
1444,1180,2026-06-10,28,1
1445,1180,2026-06-11,21,1
1446,1180,2026-05-27,29,2
1447,1180,2026-05-20,47,2
1448,1180,2026-06-03,72,5
1449,1180,2026-05-17,85,5
1450,1180,2026-06-22,67,5
1451,1180,2026-05-11,67,3
1452,1181,2026-02-05,38,1
1453,1181,2026-01-21,84,4
1454,1181,2026-04-17,54,4
1455,1181,2026-02-24,53,3
1456,1181,2026-03-18,38,2
1457,1181,2026-03-07,28,1
1458,1181,2026-02-17,47,2
1459,1181,2026-02-16,84,4
1460,1181,2026-03-27,15,1
1461,1181,2026-05-01,65,5
1462,1182,2026-02-26,46,2
1463,1182,2026-06-20,76,4
1464,1182,2026-02-25,84,6
1465,1182,2026-05-22,59,2
1466,1182,2026-03-10,29,1
1467,1182,2026-06-23,58,2
1468,1182,2026-05-02,48,4
1469,1182,2026-06-23,80,4
1470,1182,2026-03-04,39,2
1471,1182,2026-05-16,49,3
1472,1183,2026-05-20,18,1
1473,1183,2026-04-09,49,4
1474,1183,2026-06-16,32,2
1475,1183,2026-04-20,58,4
1476,1183,2026-05-13,59,2
1477,1183,2026-04-13,22,1
1478,1184,2026-04-19,30,3
1479,1184,2026-05-07,29,1
1480,1184,2026-05-07,71,3
1481,1184,2026-06-21,50,3
1482,1184,2026-04-26,90,6
1483,1184,2026-03-08,64,4
1484,1184,2026-03-09,15,1
1485,1184,2026-04-23,25,1
1486,1185,2026-07-18,69,3
1487,1185,2026-06-15,83,4
1488,1185,2026-06-11,67,5
1489,1185,2026-07-13,31,2
1490,1185,2026-05-19,68,5
1491,1185,2026-07-10,35,2
1492,1185,2026-04-10,68,5
1493,1185,2026-04-10,17,1
1494,1185,2026-04-05,23,1
1495,1185,2026-06-14,70,3
1496,1186,2026-02-22,68,4
1497,1186,2026-02-16,46,2
1498,1186,2026-03-13,71,4
1499,1186,2026-03-22,89,5
1500,1186,2026-02-12,62,5
1501,1186,2026-04-28,89,5
1502,1186,2026-05-16,16,1
1503,1186,2026-02-05,67,3
1504,1186,2026-04-24,40,1
1505,1187,2026-03-08,67,5
1506,1187,2026-04-10,34,2
1507,1187,2026-03-20,35,2
1508,1187,2026-03-27,90,6
1509,1187,2026-03-20,43,2
1510,1187,2026-02-25,81,5
1511,1187,2026-03-02,56,2
1512,1187,2026-02-12,86,5
1513,1187,2026-02-26,79,4
1514,1188,2026-05-21,40,3
1515,1188,2026-03-07,46,2
1516,1188,2026-05-04,79,4
1517,1188,2026-04-26,67,4
1518,1188,2026-03-25,47,4
1519,1188,2026-03-19,41,3
1520,1188,2026-03-06,71,3
1521,1188,2026-04-26,35,1
1522,1189,2026-04-27,67,4
1523,1189,2026-03-10,27,1
1524,1189,2026-04-18,79,5
1525,1189,2026-03-01,28,1
1526,1189,2026-06-01,16,2
1527,1189,2026-06-05,24,1
1528,1189,2026-05-03,72,5
1529,1190,2026-03-08,75,6
1530,1190,2026-02-28,63,4
1531,1190,2026-04-25,60,3
1532,1190,2026-06-01,70,4
1533,1190,2026-05-02,41,1
1534,1190,2026-03-08,55,3
1535,1191,2026-05-27,68,5
1536,1191,2026-06-27,88,5
1537,1191,2026-05-01,58,3
1538,1191,2026-05-04,16,1
1539,1191,2026-04-22,17,2
1540,1191,2026-04-09,75,4
1541,1191,2026-05-15,67,3
1542,1191,2026-06-30,20,2
1543,1192,2026-06-06,54,3
1544,1192,2026-03-18,34,1
1545,1192,2026-05-21,30,2
1546,1192,2026-02-11,38,3
1547,1192,2026-03-14,36,2
1548,1192,2026-03-28,47,2
1549,1192,2026-02-24,57,4
1550,1193,2026-04-16,28,2
1551,1193,2026-03-17,77,4
1552,1193,2026-05-15,83,6
1553,1193,2026-03-15,34,2
1554,1193,2026-03-07,77,6
1555,1193,2026-04-01,44,3
1556,1193,2026-05-23,35,1
1557,1194,2026-07-15,23,2
1558,1194,2026-06-06,52,2
1559,1194,2026-06-18,47,3
1560,1194,2026-07-23,57,4
1561,1194,2026-07-02,61,5
1562,1194,2026-07-27,43,3
1563,1194,2026-05-31,15,1
1564,1194,2026-05-28,35,3
1565,1194,2026-07-12,74,5
1566,1194,2026-04-11,32,1
1567,1195,2026-03-01,43,2
1568,1195,2026-03-14,71,5
1569,1195,2026-04-10,70,5
1570,1195,2026-04-23,61,3
1571,1195,2026-02-13,70,4
1572,1195,2026-01-30,86,6
1573,1195,2026-01-30,84,4
1574,1195,2026-02-02,27,1
1575,1195,2026-05-10,86,5
1576,1195,2026-03-10,22,1
1577,1196,2026-03-06,75,4
1578,1196,2026-04-12,19,2
1579,1196,2026-05-28,68,3
1580,1196,2026-05-29,18,1
1581,1196,2026-03-27,45,4
1582,1196,2026-05-25,32,1
1583,1196,2026-05-03,75,6
1584,1197,2026-06-16,81,6
1585,1197,2026-07-17,90,6
1586,1197,2026-05-02,67,3
1587,1197,2026-04-07,86,5
1588,1197,2026-06-12,34,1
1589,1197,2026-05-25,56,4
1590,1198,2026-04-25,90,6
1591,1198,2026-01-30,47,4
1592,1198,2026-04-13,67,3
1593,1198,2026-04-04,33,2
1594,1198,2026-03-22,41,3
1595,1198,2026-01-21,30,1
1596,1198,2026-03-04,46,4
1597,1198,2026-04-10,27,1
1598,1199,2026-05-05,24,1
1599,1199,2026-05-10,86,5
1600,1199,2026-07-17,71,5
1601,1199,2026-04-05,84,5
1602,1199,2026-05-24,25,2
1603,1199,2026-05-30,88,4
1604,1199,2026-04-13,52,2
1605,1199,2026-07-27,55,4
1606,1199,2026-07-11,53,4
1607,1199,2026-06-02,50,4
1608,1200,2026-04-14,44,2
1609,1200,2026-03-14,62,3
1610,1200,2026-04-22,85,4
1611,1200,2026-05-12,20,1
1612,1200,2026-02-19,57,4
1613,1200,2026-06-05,85,5
1614,1201,2026-03-14,70,5
1615,1201,2026-05-05,72,3
1616,1201,2026-05-07,19,2
1617,1201,2026-04-10,72,3
1618,1201,2026-04-27,79,5
1619,1201,2026-03-07,58,4
1620,1201,2026-06-15,88,6
1621,1201,2026-06-04,65,3
1622,1201,2026-03-23,90,6
1623,1202,2026-04-13,43,1
1624,1202,2026-07-19,59,2
1625,1202,2026-04-28,26,1
1626,1202,2026-05-23,51,4
1627,1202,2026-05-09,37,2
1628,1202,2026-07-29,30,3
1629,1202,2026-05-26,35,2
1630,1202,2026-05-01,46,2
1631,1202,2026-06-16,39,1
1632,1202,2026-04-09,65,3
1633,1203,2026-04-09,16,1
1634,1203,2026-03-02,48,2
1635,1203,2026-04-10,31,1
1636,1203,2026-05-28,17,1
1637,1203,2026-04-11,35,1
1638,1203,2026-04-20,37,3
1639,1203,2026-03-03,19,1
1640,1203,2026-05-06,69,3
1641,1204,2026-04-06,24,1
1642,1204,2026-01-16,70,3
1643,1204,2026-01-29,15,1
1644,1204,2026-03-13,44,3
1645,1204,2026-03-10,56,4
1646,1204,2026-01-31,55,4
1647,1205,2026-05-22,71,3
1648,1205,2026-06-21,21,2
1649,1205,2026-06-23,81,6
1650,1205,2026-07-07,66,5
1651,1205,2026-07-20,75,5
1652,1205,2026-04-11,58,4
1653,1205,2026-04-03,56,4
1654,1205,2026-06-06,69,5
1655,1206,2026-06-08,76,4
1656,1206,2026-05-02,17,1
1657,1206,2026-05-06,23,2
1658,1206,2026-05-07,18,2
1659,1206,2026-03-25,73,5
1660,1206,2026-06-27,27,2
1661,1206,2026-05-26,57,2
1662,1206,2026-04-30,89,5
1663,1206,2026-04-07,82,5
1664,1207,2026-04-04,89,4
1665,1207,2026-05-27,41,2
1666,1207,2026-04-13,71,5
1667,1207,2026-05-31,79,6
1668,1207,2026-05-09,90,6
1669,1207,2026-03-16,66,3
1670,1207,2026-05-27,24,1
1671,1207,2026-05-14,31,1
1672,1208,2026-03-15,71,5
1673,1208,2026-04-04,48,3
1674,1208,2026-05-05,37,1
1675,1208,2026-04-15,76,4
1676,1208,2026-05-19,85,6
1677,1208,2026-04-12,17,1
1678,1208,2026-04-24,46,2
1679,1209,2026-05-17,78,6
1680,1209,2026-02-10,76,4
1681,1209,2026-04-03,66,3
1682,1209,2026-04-11,20,2
1683,1209,2026-05-07,83,5
1684,1209,2026-02-11,87,5
1685,1209,2026-05-26,35,3
1686,1209,2026-03-25,43,2
1687,1210,2026-03-21,69,5
1688,1210,2026-02-17,85,4
1689,1210,2026-02-13,28,2
1690,1210,2026-03-26,70,5
1691,1210,2026-05-27,72,4
1692,1210,2026-03-08,74,3
1693,1211,2026-04-02,71,4
1694,1211,2026-06-11,23,1
1695,1211,2026-07-16,43,1
1696,1211,2026-04-27,73,3
1697,1211,2026-04-01,15,1
1698,1211,2026-06-08,20,1
1699,1211,2026-06-01,70,4
1700,1211,2026-05-19,90,6
1701,1212,2026-04-21,56,2
